Author,Year,Title
Sander S. P.,2011,JPL PUBLICATION
Sander S.P.,2006,CHEM KINETICS PHOTOC
SANDERS RE,2008,THESIS NEW MEXICO I
Sandersen F.,1997,PUBLIKASJON NORGES G
SANDGREN C D,1991,Journal of Paleolimnology
Sandgren Snowball,2001,NON TRADITIONAL REF
Sandhager H.,2005,FRISP REP
Sandhager H.,2005,FRISP REP
Sandoval-Solis S,2009,HYDROLOGICAL FEASIBI
Sandoval-Solis S.,2010,HYDROLOGIC ANAL RESE
Sandri D.,1993,P GEOS 9O VANC CAN
Sanford A. R.,2002,NEW MEX BUR GEOL MIN
SANFORD AR,2006,[No title captured]
Sankaranarayanan R.,2007,THESIS
Santa Paula Basin Experts Group,2003,INV SANT PAUL BAS YI
Santamarina JC,2001,SOIL BEHAV SOFT GROU
Santer B.D.,1990,47 MPI
Santillan R,2008,J MEX CHEM SOC
Santoni G. W.,2015,Journal of Geophysical Research UNPUB
Santos E. A.,2010,AGU Fall Meeting
Santos ES,2010,44 US ROCK MECH S 5
Saouma V,2007,ACI STRUCT J
Saouma V,2010,MERLIN FINITE ELEMEN
Saouma V,2010,MERLIN FINITE ELEMEN
Saouma V.,2014,NUMERICAL MODELING A
Sarafian A. R.,2018,GEOCHIMICA COSMOCHIM
Sarkar D,2008,USE R
Sarkar I.,2004,PHYSICS OF THE EARTH
Sarmiento J. L,2006,OCEAN BIOGEOCHEMICAL
Sarmiento J. L,1999,US CARBON CYCLE SCI
Sarmiento J.L.,2006,OCEAN BIOGEOCHEMICAL
Sarmiento J.L.,2006,OCEAN BIOGEOCHEMICAL
Sarna-Wojcicki D,2015,THESIS
Sars G.O.,1872,FORHANDLINGER VIDENS
Sasaki Y.,2012,PROJECT MHD DYNAMO R
Sasgen I.,2012,CRYOSPHERE DISCUSSION
Sass J. H.,1988,87649 US GEOL SURV
Sass R.L.,1994,GLOBAL MEASUREMENT S
Sass R.L.,1992,RICE CULTIVATION TRA
Sassun K. P.,2014,THESIS
Satake K.,2008,ANN REPORT ACTIVE FA
Sater J. E.,1968,ARCTIC DRIFTING STAT
Sato H,2012,SEISMIC WAVE PROPAGA
Sauer E,2013,PERSIAS IMPERIAL POW
Sauer J. J.,2011,76 ANN M SOC AM ARCH
Sauer J. J.,2010,ANN M AM SOC ETHN OT
Saurer M,2007,TERR ECOL SER
Savage J. M.,2002,AMPHIBIANS REPTILES
SAVAGE RE,1930,[No title captured]
Savcenko R.,2008,81 DFGI
Savenije H. H. G.,2010,HYDROL EARTH SYST SC
SAVICH NA,1976,SPACE RES
Sawada A.,2015,ASPO TASK FORCE MODE
SAWAI Y,2007,[No title captured]
Sawaragi Y.,1985,MATH SCI ENG
Sawyer D. M.,1976,7606 NSSDCWDCARS
SAWYER DS,1991,GULF MEXICO BASIN
SAWYER JO,1995,MANUAL CALIFORNIA VE
Sax J.,2006,AM CASEBOOK SERIES
Sayre N. F.,2009,INT ENCY HUMAN GEOGR
Scaife AA,2000,Q J ROY METEOR SOC
Scaife AA,2000,Q J ROY METEOR SOC
Scambos T,2003,ANTARCT RES SER
Scambos T,2003,ANTARCT RES SER
SCAMBOS TA,1991,[No title captured]
Scaramuzza P. L.,2004,IEEE T GEOSCI REMOTE
Scarborough Vernon L.,1991,ARCHAEOLOGICAL METHO
Scarborough Vernon L.,2006,PRECOLUMBIAN WATER M
Scarborough VL,2003,FLOW POWER ANCIENT W
Scardi M.,1999,ECOLOGICAL MODELLING
SCARPELLI G,1982,IUTAM C DEF FAIL GRA
Schaaf C.,2015,TECH REP
Schaaf C. B.,2002,REMOTE SENS ENVIRON
Schachner G.,2012,MONOGRAPH
Schachner Gregson,2012,POPULATION CIRCULATI
Schaefer J.M.,2015,QUAT GEOCHR IN PRESS
Schaefer JM,2001,AGU Fall Meeting
Schaefer K.,2012,POLICY IMPLICATIONS
Schaeffer B,1941,B AM MUS NAT HIST
Schaeffer N.,2017,arxiv
Schaer P.,2007,P 5 INT S MOB MAPP T
Schaetzl RJ,2005,SOILS: GENESIS AND GEOMORPHOLOGY
Schahczenski J.,2000,AERO SUN TIMES
Schaub H.,2003,ANAL MECH SPACE SYST
Schaub H.,2011,P 2011 AAS AIAA ASTR
Scheffer M.,2009,CRITICAL TRANSITIONS
Scheffers A.,2006,CARIBBEAN TSUNAMI HA
Scheffers A.,2002,PALEO TSUNAMIS CARIB
Scheibe R.,1919,COMP EST GEOL
Scheibe R.,1933,COMPILACION ESTUDIOS
Scheibe R.,1926,NEUES JB MINERALOGIE
Scheingross J. S.,2008,EOS T AGU
Schell DM,2001,LIMNOL OCEANOGR
Schell Donald M.,1993,Society for Marine Mammalogy Special Publication
Schellnhuber H.J.,2011,WORLD TRANSITION SOC
Schellnhuber HJ,1998,EARTH SYSTEMS ANALYSIS
Schenk O,2006,ELECTRON T NUMER ANA
Schenk P.,2016,47 LPSC
Schenk P.,2015,EPSC
Schenk P.M.,2009,EUROPA
Schenk PM,2004,CAMB PLANET
Schenk PM,2004,CAMB PLANET
Schepartz L,2014,EXCAVATION PREHISTOR
Scher S,2019,GEOSCIENTIFIC MODEL
Scherrer P.,1918,NACHR GES WISS GOTT
Schiffman C.A.,1968,J GEMMOL
Schiller Q.,2010,P 24 ANN AIAA USU C
SCHILLINGER JE,1985,J WATER POLLUT CON F
Schimel D,2002,EOS T
Schimel D.,1996,CLIMATE CHANGE 1996
Schippers A,1999,APPL ENVIRON MICROB
Schippers A.,2004,SULFUR BIOGEOCHEMIST
SCHIRMER U,1999,EISZEITALTER GEGENWA
Schlager E,2008,EMBRACING WATERSHED POLITICS
Schlenker W,2008,13799 NBER
Schleppi P.,2004,WATER AIR SOIL POLL
Schlerf M.,2011,CARBON STOCK ESTIMAT
SCHLOBOHM P,2002,932 PMS NAT INT FIR
Schlumberger C.,1887,B SOC ZOOLOGIQUE FRA
Schlumberger C.,1891,MEMOIRES SOC ZOOLOGI
Schluter T,1987,CURRENT RES AFRICAN
SCHLUTER T,1997,GEOLOGY E AFRICA
Schluter T.,1994,GLOBAL GEOLOGICAL RE
Schmandt J,2002,WATER POLICY
SCHMERTMANN JH,1978,J GEOTECH ENG-ASCE
Schmetzer K.,1998,J GEMMOL
Schmidt B. E.,2019,JGR PLANETS LANDSLID
Schmidt C,2003,American Mineralogist
Schmidt C.,AM MINERAL IN PRESS,
Schmidt C.A.,1999,GLOBAL SEAWATER OXYG
SCHMIDT HL,1998,STABLE ISOTOPES INTE
Schmidt KM,2001,CAN GEOTECH J
SCHMIDT MWI,2003,EOS
Schmitt D. R.,2005,GEOLOGICAL SURVEY CA
Schmitt R. T.,1993,METEORITICS
SCHMITT RT,1994,METEORITICS
SCHMITT RT,1995,METEORITICS
Schmitz WJ,2005,GEOPH MONOG SERIES
SCHMOKER JW,1982,AAPG Bulletin
Schnabel P. B,1972,UCBEERC7212
Schneebeli M,1995,IAHS-AISH P
Schneider J. F.,1991,P 4 INT C SEISM ZON
Schneider U,2011,GPCC FULL DATA REANA
SCHODDE R,1972,BRIDGE BARRIER NATUR
SCHODDE R,1982,FAIRYWRENS MONOGRAPH
Schodde Richard,2006,P413
Schoeberl M. R.,1984,DYNAMICS MIDDLE ATMO
SCHOEMAKER PJH,1982,J ECON LIT
Schofield A.N.,1968,CRITICAL STATE SOIL
Schofield O,2013,CONT SHELF RES
Schofield O,2015,ELEM SCI AN IN PRESS
SCHOLER M,1995,GEOPHYS MONOGR SER
Scholes M.C.,1994,ATMOSPHERIC CHEM CHA
Scholkopf B.,1996,Artificial Neural Networks - ICANN 96. 1996 International Conference Proceedings
SCHOLL DAVID W.,1960,JOUR SEDIMENT PETROL
Scholz C. H.,2002,MECH EARTHQUAKES FAU
Schon J,2011,HDB PETROLEUM EXPLOR
Schon Lennart,2008,EH NET ENCY
Schoorl JM,2000,Earth Surface Processes and Landforms
Schopf J. W.,1983,EARTHS EARLIEST BIOS
Schrader D.,2015,METEORIT PLANET SCI
Schraube H,2002,0802 GSF NAT RES CTR
Schroder N.,2016,LENS POLYCENTRICITY
Schroeder D.,1984,Soils - facts and concepts.
SCHROEDER MJ,1964,SYNOPTIC WEATHER TYP
Schroeder W.,2006,VISUALIZATION TOOLKI
Schroeder WJ,2006,VISUALIZATION TOOLKI
SCHUBERT G,1975,GEOPHYS J ROY ASTR S
Schubert H.,1949,HEIDELBERGER AKAD WI
SCHUBERT R. J.,1901,BEITRAGE PALAONTOLOG
Schubert R. J.,1908,Neues Jahrbuch fuer Mineralogie Stuttgart Beilagebaende
Schubert S. D.,1995,NASA TECH REP SERIES
Schubert SD,2004,J CLIMATE
Schuenemann K.,Journal of Geophysical Research,V115
SCHUEPP PH,1990,Boundary-Layer Meteorology
Schuhle U,2000,ASTRON ASTROPHYS
Schuiling W. T.,1978,THESIS U ARIZONA CAL
Schulte LA,2001,J FOREST
Schultz C. J.,2012,ELECT J OPER METEOR
Schultz C. J.,2012,ELECT J OPER METEOR
SCHULTZ PH,1996,GSA ABSTRACTS PROGRA
SCHULTZE M. S. VON,1854,ORG POLYTHALAMIEN FO
SCHULZ M,1974,[No title captured]
Schulz M,1974,PARTICLE DIFFUSION R
Schulz M.,1974,PARTICLE DIFFUSION R
Schulz M.,1974,PARTICLE DIFFUSION R
Schulz M.,1974,PHYS CHEM SPACE
Schulz M.,1974,PHYS CHEM SPACE PART
Schulz W. H.,2012,LANDSLIDES ENG SLOPE
Schulz W. H.,2007,P 1 N AM LANDSL C VA
Schulz W. H.,2012,P LANDSL ENG SLOP PR
Schulzweida U.,2019,CDO USER GUIDE VERSI
Schumacher C,2003,J APPL METEOROL
Schumacher C.,2015,OBSERVATIONS MODELIN
SCHUMACHER M,1994,SECONDARY ION MASS S
Schumann G. J. P.,2012,Fluvial remote sensing for science and management
SCHUMM SA,1986,[No title captured]
Schunk R. W,2009,IONOSPHERES PHYS PLA
Schunk R. W.,2000,IONOSPHERES PHYS PLA
Schunk R. W.,2009,IONOSPHERES PHYS PLA
Schurr B,2009,EGU GEN ASS VIENN AU
Schuster G.,2017,SEISMIC INVERSION
Schuyler M.W,1989,DREAD PLENTY AGR REL
Schwab WC,2000,J COASTAL RES
Schwager C.,1876,B R COMITATO GEOLOGI
Schwager C.,1877,B R COMITATO GEOLOGI
Schwager C.,1878,B R COMITATO GEOLOGI
SCHWAGER C.,1866,PALAEONOTOLOGISCHE M
Schwartz M. D.,2003,IGBP PAGES WORLD DAT
Schwartz M. J.,2015,Journal of Geophysical Research ATMOS
Schwartz S. H.,1981,ALTRUISM HELP BEHAV
Schwartz S.J.,1998,ANAL METHODS MULTISP
Schwartz T.,2011,Antimicrobial resistance in the environment
SCHWARZ D,2002,EMERALDS WORLD
Schwarz G. E.,1995,95449 US GEOL SURV
Schwarz KM,2005,Z GEOMORPHOL SUPP
Schwarzenbach R.P.,2003,ENV ORGANIC CHEM
Schweiger AJ,2008,J CLIMATE
Schweitzer H.-J.,1958,EISZEITALTER GEGENWA
Schweizer M,1999,RAPID COMMUN MASS SP
Schwenzer SP,2010,41 LUN PLAN SCI C WO
SCHWEPPE FC,1973,UNCERTAIN DYNAMIC SY
SCHWERDTFEGER W,1984,[No title captured]
Schwertmann U.,2000,IRON OXIDES LAB PREP
Schwertmann U.,1989,Minerals in Soil Environments
Schwing F. B,2005,US CLIVAR VARIATIONS
Schwing FB,2002,CAL COOP OCEAN FISH
Schytts V.,1956,REPORT GLACIOLOGICAL
Scientific Expedition Team to the Tibetan Plateau,1984,GEOM TIB
Scinocca JF,2000,Q J ROY METEOR SOC
SCORR WB,1887,P AM PHILOS SOC
SCORR WB,1890,T AM PHILOS SOC
SCOTESE CR,1990,GEO SOC MEM
Scott B. J.,1992,14 NZ GEOTH WORKSH G
Scott C.A.,2004,WASTEWATER USE IRRIG
Scott James C.,1977,MORAL EC PEASANT REB
Scott JH,2001,USDA FOR SERV RM R S
Scott K,2016,SOUTH AFR HUMANIT
SCOTT RB,1984,84494 US GEOL SURV
Scribner N.Y.,2007,NATURE
Scudder S. H.,1885,HDB PALAEONTOLOGIE 1
SCUDDER SH,1891,B US GEOLOGICAL SURV
Seager W. R,2004,NEW MEXICO GEOLOGICA
SEAGER W. R.,1983,NEW MEXICO GEOLOGY
Seager W. R.,1986,US AM ASS PETROLEUM
Seager W.R.,1990,NEW MEX GEOL
SEAOC,1995,VIS 2000 PERF BAS SE
SEARCH Science Steering Committee,2001,SEARCH STUD ARCT ENV
Searls M. L.,2007,7 INT C MARS
Seastedt T. R.,2001,Structure and function of an alpine ecosystem: Niwot Ridge
Seber GAF,2004,MULTIVARIATE OBSERVA
Sebree J.A,2015,ICARUS
Secchi A.,1859,COMPTES RENDUS
Secchi A.,1860,MEMORIE OSSERVATORIO
SEDAR,2015,40 SEDAR
Sedlacek A.J.,2009,AGU Fall Meeting
Sedlak D.,2006,REMOVAL AND DESTRUCT
SEDOI VS,1998,J AEROSOLS E
Seed H. B.,1970,REP NO EERC 70 10
Seed H.B.,1970,P ASCE SPEC C LAT ST
Seed HB,1982,GROUND MOTIONS SOIL
SEED R,2003,RECENT ADV SOIL LIQU
Seeman MF,1979,INDIANA HIST SOC PRE
Segall P,2010,EARTHQUAKE AND VOLCANO DEFORMATION
Segall P,2010,EARTHQUAKE AND VOLCANO DEFORMATION
Seguenza G.,1880,ATTI REALE ACCADEMIA
SEGUENZA G.,1862,NOTIZE SUCCINTE INTO
Seidel D. J.,2002,WATER VAPOR DISTRIBU
SEIGLIE GEORGE A.,1965,CONTRIB CUSHMAN FOUND FORAMINIFERAL RES
SEIKAI T,1986,B JPN SOC SCI FISH
SEINFELD,1998,[No title captured]
Seinfeld J. H.,2006,ANN REV FLUID MECH
Seinfeld J. H.,2012,Atmospheric Chemistry and Physics
Seinfeld J.H.,1998,Atmospheric Chemistry and Physics
Seinfeld J.H.,1998,Atmospheric Chemistry and Physics
Seinfeld J.H.,1998,Atmospheric Chemistry and Physics
Seinfeld J.H.,1998,Atmospheric Chemistry and Physics
Seinfeld J.H.,1998,Atmospheric Chemistry and Physics
Seinfeld J.H.,2006,Atmospheric Chemistry and Physics
Seinfeld J.H.,2006,Atmospheric Chemistry and Physics
Seinfeld J.H.,2006,Atmospheric Chemistry and Physics
Seinfeld J.H.,2006,Atmospheric Chemistry and Physics
Seinfeld J.H.,2016,Atmospheric Chemistry and Physics
Seiz G,2002,PHOTOGRAMM ENG REM S
Selby MJ,1993,HILLSLOPE MAT PROCES
SELFRAC,2007,FIKWCT2001100100182
SELIER DE CIVRIEUX J. M.,1977,DISCORBIDAE MAR CARI
Seligman G.,1936,SNOW STRUCTURE SKI F
Sellers W. D.,1974,PHYS CLIMATOLOGY
Sellmann P. V.,1975,344 CRREL US ARM
Sellmann PV,1975,230 CRREL US ARM
Selroos J.-O.,2009,R0922
Seltmann J.,1997,PROMET
SELTZER SM,1994,NIST PUBLICATION NIS
Semenov V. S.,1984,Geomagnetism and Aeronomy
SEMENOV VS,2005,SOLAR PLANETARY RELA
Sen Gupta BK,1999,MODERN FORAMINIFERA
SEN PK,1968,J AM STAT ASSOC
Seneviratne SI,2004,J CLIMATE
Seneviratne SI,2012,MANAGING THE RISKS OF EXTREME EVENTS AND DISASTERS TO ADVANCE CLIMATE CHANGE ADAPTATION
Seneviratne SI,2012,MANAGING THE RISKS OF EXTREME EVENTS AND DISASTERS TO ADVANCE CLIMATE CHANGE ADAPTATION
Seneviratne SI,2012,MANAGING THE RISKS OF EXTREME EVENTS AND DISASTERS TO ADVANCE CLIMATE CHANGE ADAPTATION
Sengor A. M. C.,1996,TECTONIC EVOLUTION A
Sengor A. M. C.,1996,TECTONIC EVOLUTION A
SENGOR AMC,1996,TECTONIC EVOLUTION A
SENGOR AMC,1979,TECTONOPHYSICS
SENICHKINA LG,1990,RESULTS 2 JOINT US U
Senjyu T.,1998,OFFSHORE ENV ROPME S
SENN CL,1948,AM J PUBLIC HEALTH
Seppanen O. A.,2006,SOME QUANTITATIVE RE
Sereno P.C.,1991,Journal of Vertebrate Paleontology
Sereno Paul C.,1993,Journal of Vertebrate Paleontology
SERNAGEOMIN,1998,EST GEOL EC 10 REG N
SERREZE M,2005,[No title captured]
Serreze MC,2014,CAMBR ATMOS SPACE
SERREZE MC,2009,EMERGENCE SURFACE BA
SERREZE MC,2001,Water Resources Research
SERVA L,1990,[No title captured]
Serva L.,1996,ATTI CONVEGNI LINCEI
Serva L.,1995,SPECIAL PUBLICATION
Servais P.,2005,BIODEGRADABLE ORGANI
Servais T,2015,PALAEOGEOGR PALAEOCL
Sestini G.,1992,CLIMATIC CHANGE MEDI
Seto E,2002,PHOTOGRAMM ENG REM S
Setzer M. J.,1997,FROST RESISTANCE CON
Seuront L,2004,ZOOL STUD
Sevcik J.,2005,EUR J BIOCHEM
Severo M.,2015,HDB TWITTER RES
Sevon WD,1966,NZ J GEOL GEOPHYS
Sevruk B,1998,IAHS-AISH P
Sevruk B.,1984,INSTRUMENTS OBSERVIN
Sgarrella Franca,1992,Bollettino della Societa Paleontologica Italiana
SHACKLETON NJ,1974,COLLOQ INT CENT NATL
SHACKLETON NJ,1977,FATE FOSSIL FUEL OCE
SHAFER JM,1981,Water Resources Bulletin
Shafiqullah M,1980,ARIZONA GEOLOGICAL S
Shafizadeh K,2003,TRANSPORT RES REC
Shagimuratov I.I.,2003,5 ANT GEOD S LVIV UK
Shah D. O,1972,EXOBIOLOGY
Shahien MM,1998,THESIS U ILLINOIS UR
Shahin M,1991,ASSESSMENT GROUNDWAT
Shahin M.,1985,DEV WATER SCI SER
Shainberg L.,1984,SOIL SALINITY IRRIGA
Shakal AF,2005,COSMOS PUBLICATION
Sham CH,2013,EFFECTS WILDFIRE DRI
Shama LNS,2006,EVOL ECOL RES
Shamoto Y,1998,SOILS FOUND
Shanghai Urban Construction and Communication Commission (SUCCC),DGJO8562012J12028201,
Shanley JB,1999,HYDROL PROCESS
SHANMUGAM G,1985,AAPG Bulletin
SHANNO DF,1970,MATH COMPUT
Shannon MC,1997,ADAPTATION PLANTS SA
SHAO Y,2000,PHYS MODELING WIND E
Shao Y.,2008,ATMOS OCEANOGR SCI L
SHAPIRO SS,1968,J AM STAT ASSOC
Shardanand S.,1977,ABSOLUTE RAYLEIGH SC
Shared Strategy Development Committee,2007,PUG SOUND SALM REC P
Sharma J.,2002,Lincoln Laboratory Journal
Sharma Ritu,2009,Journal of the Palaeontological Society of India
Sharon E,2001,PROC CVPR IEEE
Sharp T G,2006,METEORITES EARLY SOL
Sharp ZD,2003,American Mineralogist
Shaw C E.,1996,GEOLOGICAL SOCIETY O
Shaw C.-L.,1996,TAO
Shaw D.J.,2000,INTRO COLLOID SURFAC
SHCHEDRINA Z. G.,1936,ZOOL ANZ
SHE FC,1994,Journal of Geophysical Research -SOL EA
Shearer P.M.,2009,INTRO SEISMOLOGY
Shearer R.,1985,OPEN FILE REP US GEO
SHEEHAN J,1998,NRELSR58024089
Sheffield J.,2011,DROUGHT PROBLEMS FUT
Sheffield J.,2013,J CLIMATE IN PRESS
Sheibani F.,2013,P ISRM INT C EFF SUS
Sheikh B,2014,CITY OXNARD AGR IRRI
Sheldon C. M.,2015,ARKTOS
Sheldon CM,2016,QUATERNARY SCI REV
Shell KM,2008,J CLIMATE
Shelly D. R,2016,Journal of Geophysical Research SOLID
Shen CB,2007,ACTA PETROL SIN
SHEN PY,1983,Journal of Geophysical Research
Sheng Y.,2011,REMOTE SENSING PROTE
Sheppard S.M.F.,1980,C INT
Shepperd S.,1978,J GUIDANCE CONTROL
Shepson P.,2007,Atmospheric Chemistry and Physics
Sherant S.,2007,PROC 2007 AWWA WATER
SHERIF MA,1982,J GEOTECH ENG-ASCE
Sheriff R. E.,1995,EXPLORATION SEISMOLO
Sherlock V.,2014,TCCON DATA LAUDER NZ
Sherman G,2003,CARBON SEQUESTRATION
SHERMAN K,1998,LARGE MARINE ECOSYST
Sherrod D.R.,2009,ENCY ISLANDS
Sherwood CR,2001,COASTAL DYNAMICS '01: PROCEEDINGS
Sherwood SC,2008,J CLIMATE
SHESKIN DJ,2007,HDB PARAMETRIC NONPA
SHETTLE E,1989,[No title captured]
Shi G. H.,1998,THESIS
Shi GH,1997,WORK FOR MAN METH MA
Shi L,2008,CHINESE J ENG GEOPHY
Shi N.-Z.,2008,STAT HYPOTHESIS TEST
Shi X. J.,2015,CONVOLUTIONAL LSTM N
SHIELDS A,1936,WASSERBAU SCHIFFBAU
Shih C.-Y.,2005,ANTARCT METEOR RES
Shih WY,2004,DESALINATION
Shiklomanov A. I.,2002,WIDESPREAD DECLINE H
SHIMOKAWA S,2005,[No title captured]
Shin K.,2006,EARTH PLANETS SPACE
Shine KP,1990,CLIMATE CHANGE: THE IPCC SCIENTIFIC ASSESSMENT
SHINE KP,1987,Q J ROY METEOR SOC
Shinn E. A.,1983,AAPG Bulletin
SHINN EA,1969,J SEDIMENT PETROL
Shinoda T.,2013,MON WEA REV IN PRESS
Shiomi K,2008,P SOC PHOTO-OPT INS
SHIOTANI M,1985,Q J ROY METEOR SOC
SHIPP R. C.,2011,SOC EC PALEONTOLOGIS
Shirazi A.,2005,THESIS
Shivaramaiah NC,2011,THESIS
Shoemaker W.B,2008,DOCUMENTATION CONDUI
SHOJATAHERI J,1988,Bulletin of the Seismological Society of America
Shome N.,1999,THESIS
SHORT AD,2003,P COAST SED 03 E MEE
Shortland A. J.,2012,LAPIS LAZULI KILN GL
Shotton FW,1978,EFFECT MAN LANDSCAPE
Shoucri M.,2009,P SOC PHOTO-OPT INS
Showman A.P.,2011,EXOPLANETS
Shrestha AB,2000,INT J CLIMATOL
SHRESTHA R.,2007,RES QUALITY AIRBORNE
Shteinberg AS,1999,DOKL AKAD NAUK+
SHU LS,1995,PLATE TECTONIC EVOLU
SHUKAIRY HM,1994,J AM WATER WORKS ASS
Shukolyukov A,2000,LECT NOTES EARTH SCI
Shukolyukov A.,2009,40 LUN PLAN SCI C
Shukolyukov A.,2010,41 LUN PLAN SCI C
Shuntov VP,1999,UASGCP REP
SHUSHKINA EA,1983,[No title captured]
SHUSHKINA EA,1991,OKEANOLOGIYA+
SHUTO T,1992,REPORTS ANDEAN STUDI
SHUTTLEWORTH WJ,1979,J APPL METEOROL
SHUTTS G,1995,Q J ROY METEOR SOC
SIBLEY CG,1990,PHYLOGENY CLASSIFICA
SIBLEY DF,1982,J SEDIMENT PETROL
SIBLEY DF,1987,J SEDIMENT PETROL
SIBSON RH,1990,Bulletin of the Seismological Society of America
Siddall M.,2006,EUSTATIC SEA LEVEL I
Sides H.,2014,KINGDOM ICE
Siebert C,2001,GEOCHEM GEOPHY GEOSY
Siebert H.,2012,ATMOS CHEM IN PRESS
Siebert S,2013,UPDATE DIGITAL MAP I
Siebesma A,2000,14 S BOUND LAYERS TU
Siegel V,2000,CAN J FISH AQUAT SCI
Siegesmund S.,1993,SCI DRILL
Siemon B,2006,GROUNDWATER GEOPHYS
Sierra G.,2004,B CIENC TIERRA
Sierra G. M.,2012,PETROLIUM GEOLOGY CO
SIGAL J.,1952,MONOGRAPHIES REGIO 1
Silberman M. L.,1972,SUMMARY RADIOMETRI 2
Sileo G,2007,B SOC GEOL ITAL
Sillen X.,2010,4 INT M CLAYS NAT EN
Sillitoe R.H.,2003,SOC EC GEOLOGISTS SP
Sillitoe RH,2003,SOC EC GEOLOGISTS SP
Silva A. S.,2006,MATER SCI FORUM
Silva da,1994,ATLAS SURFACE MARINE
Silva PF,2003,ACI STRUCT J
Silva W. J.,1997,770573 ASS UN INC BR
Silva-Tamayo J. C.,2018,GEOLOGY COLOMBIA BOO
SILVERMAN SM,1995,J ATMOS TERR PHYS
SILVERMAN SM,1970,SPACE SCI REV
Silvestri A,1898,MEMORIE PONTIFICA AC
Silvestri A.,1903,Atti Acc Torino
Silvestri A.,1904,Atti Acc Torino
SILVESTRI A.,1901,B ACCADEMIA GIONIA S
Silvestri A.,1924,B SOC GEOL ITAL
SILVESTRI A.,1896,MEMORIE ACCADEMIA PO
Silvestri A.,1902,Memorie Accademia Pontificia Lincei
Silvestri A.,1923,Memorie della Pontificia Accademia Nuovi Lincei Rome (2)
Silvestri A.,1904,Roma Mem Acc Nuovi Lincei
Silvestri O.,1872,ATTI ACCADEMIA GIO 3
Simard M,2011,Journal of Geophysical Research -BIOGEO
Simeoni-Sauvage S.,1999,THESIS
Simmons A.,2007,NEWSL EUR CTR MEDIUM
Simmons A. M.,2010,USGS PROFESSIONAL PAPER
Simms M.,1984,GULF COAST ASS GEOLO
Simon D.,2006,OPTIMAL STATE ESTIMA
Simon E.,1900,P443
Simpson G.,2015,SWLA 56 ANN LOGG S L
Simpson J.,1988,TRMM SATELLITE MISSI
Simpson J.E.,1997,GRAVITY CURRENTS ENV
Sinclair SJ,2010,ECOL SOC
Singarayer J. S.,2003,LINEARLY MODUL UNPUB
Singer B.S.,2002,Journal of Geophysical Research B
SINGH H,2002,INTEX NA INTERCONTIN
Singh LJ.,2001,THESIS
Singh SK,2010,Annals of Glaciology
Singh VP,1995,COMPUTER MODELS WATE
Singhal B.B.S.,1999,APPL HYDROGEOLOGY FR
Singleton J. S.,2013,GEOLOGICAL SOC AM AB
Sinha P. R.,2017,J GEOPHYS R IN PRESS
Sirgue L.,2008,P 70 C TECHN EXH EAG
SIRONI L,1996,APJ
Siskind DE,2000,GEOPH MONOG SERIES
Sisterson D. L,2016,METEOROL MONOGR
Sitar NMikola RGCandia G,2012,GEOT ENG STAT ART PR
SIVERSON M,1992,PALAEONTOLOGY
Siverson Mikael,1993,Lund Publications in Geology
Skamarock W C,2008,NCARTN475STR
Skamarock W C,2008,NCARTN475STR
Skamarock W C,2008,NCARTN475STR
Skamarock W. C.,2008,475 NCAR
Skamarock W. C.,2008,475 NCAR
Skamarock W. C.,2008,NCARTN475STR
Skamarock W.C.,2008,475 NCAR
Skamarock W.C.,2008,475 NCAR
Skamarock W.C.,2008,NCARTN475STR
Skamarock W.C.,2008,TN475 NCAR
Skamarock WC,2008,DESCRIPTION ADV RES
Skamarock WC,2008,DESCRIPTION ADV RES
Skansi M. M.,2009,SEQUIA 2008 REGION H
SKEMPTON AW,1967,P GEOT C OSL
SKETCHLEY HR,1965,SOIL SURVEY AMADOR A
Skiles S. M.,2012,Water Resources Research
Skinner H. C.,1963,Tulane Studies in Geology
Skinner J.,1965,U KANSAS PALEONTOLOG
SKINNER RI,1993,INTRO SEISMIC ISOLAT
SKJOLDAL HR,1989,[No title captured]
Sklar A.,1959,PUBLICATIONS I STAT
Sklar L,1998,GEOPH MONOG SERIES
Skold M,2011,AGU Fall Meeting
SKULSKI T,2010,101 NEWF LABR DEP NA
Skurray J.H.,2015,1404 U W AUSTR SCH A
Slade AH,2003,WATER SCI TECHNOL
SLATT R. M.,2012,STUDIES GEOLOGY
Slejko D.,1987,RENDICONTO
Slemmons DB,1986,ACTIVE TECTONICS
Sloan Jr ED,2007,CLATHRATE HYDRATES N
Slocum C. J.,2014,arxiv
Slotznick S.P.,2015,NW GEOLOGY
Sluijs A,2007,DEEP-TIME PERSPECTIVES ON CLIMATE CHANGE: MARRYING THE SIGNAL FROM COMPUTER MODELS AND BIOLOGICAL PROXIES
Slutz RJ,1985,COMPREHENSIVE OCEAN
Smart O.S.,2008,ANN M AM CRYST ASS
Smartt S.,2016,GCN CIRC
SMAYDA TJ,1978,MONOGRAPHS OCEANOGRA
SMAYDA TJ,1980,PHYSL ECOLOGY PHYTOP
SMEDT FD,1979,J HYDROL
Smil Vaclav,2002,EARTHS BIOSPHERE EVO
Smirniou M.,2009,ANN 18 C ASS INT HIS
Smit H. G. J.,2014,201 GAW WORLD MET OR
Smit H. G. J.,2012,PANEL ASSESSMENT STA
Smit H. G. J.,1998,WMO GLOBAL ATMOSPHER
Smit H.G.J.,1996,IGACTIVITIES NEWSL
